Годвып;Пробег;Серия;КолвохозяевпоПТС;Лошадки;Состояние;квадратсерии;квадратвозраста;квадратпробега;Цена
14;215000;1;3;118;3;1;196;46225000000;305000
14;200000;3;3;286;2;9;196;40000000000;305000
14;200000;3;3;286;2;9;196;40000000000;305000
14;120743;1;2;150;2;1;196;14578872049;305000
15;185000;2;3;170;2;4;225;34225000000;307000
14;235000;1;2;150;2;1;196;55225000000;308000
15;300000;2;2;170;3;4;225;90000000000;310000
16;297000;2;2;143;2;4;256;88209000000;310000
13;257000;1;2;192;3;1;169;66049000000;310000
13;256357;1;3;118;2;1;169;65718911449;310000
15;250000;2;2;192;3;4;225;62500000000;310000
14;250000;3;1;286;3;9;196;62500000000;310000
15;247000;3;3;193;2;9;225;61009000000;310000
13;243000;1;3;118;3;1;169;59049000000;310000
19;240000;3;3;326;3;9;361;57600000000;310000
14;240000;1;2;118;3;1;196;57600000000;310000
14;232000;2;3;170;3;4;196;53824000000;310000
13;227000;2;1;170;2;4;169;51529000000;310000
15;215000;2;2;170;3;4;225;46225000000;310000
15;215000;1;3;105;2;1;225;46225000000;310000
13;200000;2;1;170;3;4;169;40000000000;310000
13;196000;2;2;192;3;4;169;38416000000;310000
16;188000;2;2;150;3;4;256;35344000000;310000
13;174102;2;2;170;3;4;169;30311506404;310000
14;170000;3;2;286;2;9;196;28900000000;310000
16;146000;2;2;193;3;4;256;21316000000;310000
11;145000;2;2;193;3;4;121;21025000000;310000
19;121000;3;3;218;2;9;361;14641000000;310000
18;102817;2;2;150;3;4;324;10571335489;310000
15;30000;3;3;193;3;9;225;900000000;310000
14;120743;1;2;150;2;1;196;14578872049;312000
13;98000;2;1;192;3;4;169;9604000000;313000
14;165212;1;3;150;3;1;196;27295004944;314000
13;95000;2;1;192;3;4;169;9025000000;314000
13;350000;2;3;192;3;4;169;122500000000;315000
14;330000;1;2;150;3;1;196;108900000000;315000
16;322000;3;3;238;2;9;256;103684000000;315000
17;310000;2;3;170;3;4;289;96100000000;315000
16;296000;2;3;170;2;4;256;87616000000;315000
17;295000;2;3;193;2;4;289;87025000000;315000
13;280000;1;3;170;3;1;169;78400000000;315000
15;270000;2;2;170;3;4;225;72900000000;315000
15;249000;1;2;105;3;1;225;62001000000;315000
15;240000;1;3;118;2;1;225;57600000000;315000
14;213000;2;2;193;2;4;196;45369000000;315000
16;210000;2;2;235;3;4;256;44100000000;315000
13;205000;1;3;170;3;1;169;42025000000;315000
11;202000;2;2;192;2;4;121;40804000000;315000
16;200000;1;3;118;3;1;256;40000000000;315000
14;199000;2;3;170;3;4;196;39601000000;315000
13;193000;1;1;170;2;1;169;37249000000;315000
15;183000;2;3;150;3;4;225;33489000000;315000
13;95000;2;1;170;3;4;169;9025000000;315000
18;33333;2;3;170;2;4;324;1111088889;315000
18;33333;2;3;170;2;4;324;1111088889;315000
13;98500;2;1;192;3;4;169;9702250000;316000
13;98000;2;1;192;3;4;169;9604000000;318000
13;98000;2;1;192;3;4;169;9604000000;318000
15;230000;1;2;150;2;1;225;52900000000;319000
14;217000;2;2;193;3;4;196;47089000000;319000
13;199000;1;3;170;3;1;169;39601000000;319000
16;185000;2;2;193;3;4;256;34225000000;319000
17;390000;2;3;193;2;4;289;152100000000;320000
15;380000;2;2;170;3;4;225;144400000000;320000
14;370000;1;2;170;2;1;196;136900000000;320000
16;345000;2;2;193;3;4;256;119025000000;320000
17;340000;2;3;170;2;4;289;115600000000;320000
15;340000;1;3;170;2;1;225;115600000000;320000
15;340000;3;3;193;1;9;225;115600000000;320000
14;325000;1;3;136;3;1;196;105625000000;320000
16;320000;2;3;170;3;4;256;102400000000;320000
13;317000;1;3;170;2;1;169;100489000000;320000
17;315000;2;3;170;3;4;289;99225000000;320000
14;310100;2;2;170;2;4;196;96162010000;320000
15;303700;2;1;170;3;4;225;92233690000;320000
16;300000;2;3;143;3;4;256;90000000000;320000
16;300000;2;2;150;2;4;256;90000000000;320000
16;298321;2;3;170;3;4;256;88995419041;320000
18;295000;2;3;170;2;4;324;87025000000;320000
11;280000;2;2;192;3;4;121;78400000000;320000
14;278000;2;2;163;2;4;196;77284000000;320000
16;276000;2;3;193;3;4;256;76176000000;320000
15;270000;1;3;150;3;1;225;72900000000;320000
17;270000;2;3;235;2;4;289;72900000000;320000
15;269000;2;3;193;2;4;225;72361000000;320000
17;266000;2;3;170;2;4;289;70756000000;320000
15;265000;2;3;150;2;4;225;70225000000;320000
13;261212;1;3;105;3;1;169;68231708944;320000
14;260000;2;2;163;2;4;196;67600000000;320000
14;260000;1;2;118;3;1;196;67600000000;320000
14;254000;2;3;170;3;4;196;64516000000;320000
16;250000;2;3;170;2;4;256;62500000000;320000
16;250000;2;3;150;3;4;256;62500000000;320000
18;250000;2;2;170;3;4;324;62500000000;320000
11;250000;2;2;192;3;4;121;62500000000;320000
16;249500;3;2;286;2;9;256;62250250000;320000
14;249000;1;3;105;3;1;196;62001000000;320000
13;241000;1;2;170;2;1;169;58081000000;320000
18;240000;1;3;193;2;1;324;57600000000;320000
15;236000;1;2;150;3;1;225;55696000000;320000
15;235000;1;3;150;3;1;225;55225000000;320000
14;230000;2;2;170;3;4;196;52900000000;320000
16;230000;2;2;193;2;4;256;52900000000;320000
14;230000;2;3;193;2;4;196;52900000000;320000
15;229000;2;2;193;2;4;225;52441000000;320000
15;223000;1;3;105;3;1;225;49729000000;320000
16;220000;1;2;170;3;1;256;48400000000;320000
15;210400;2;2;150;3;4;225;44268160000;320000
15;210000;2;2;193;3;4;225;44100000000;320000
14;210000;2;3;193;3;4;196;44100000000;320000
14;207000;1;2;170;2;1;196;42849000000;320000
15;202340;1;2;118;2;1;225;40941475600;320000
18;200000;3;2;326;3;9;324;40000000000;320000
17;200000;3;1;286;3;9;289;40000000000;320000
15;190000;1;2;150;2;1;225;36100000000;320000
13;180000;2;2;192;2;4;169;32400000000;320000
13;170000;1;3;150;3;1;169;28900000000;320000
13;170000;3;2;333;1;9;169;28900000000;320000
14;150000;2;2;193;3;4;196;22500000000;320000
15;100000;3;2;286;2;9;225;10000000000;320000
13;97000;2;1;192;3;4;169;9409000000;320000
15;370000;1;3;150;2;1;225;136900000000;321184
16;390000;1;3;150;2;1;256;152100000000;322000
16;215000;1;3;193;3;1;256;46225000000;324000
14;318000;1;3;105;2;1;196;101124000000;325000
15;294000;2;3;170;3;4;225;86436000000;325000
16;278000;2;2;235;3;4;256;77284000000;325000
14;255000;2;2;170;3;4;196;65025000000;325000
15;240000;3;1;193;2;9;225;57600000000;325000
14;195000;1;2;170;3;1;196;38025000000;325000
15;193800;2;2;170;3;4;225;37558440000;325000
19;190000;3;3;326;3;9;361;36100000000;325000
13;170000;1;2;116;3;1;169;28900000000;325000
11;150000;2;2;193;3;4;121;22500000000;325000
13;130369;1;2;118;3;1;169;16996076161;325000
17;96111;2;2;170;1;4;289;9237324321;325000
12;210000;1;2;192;3;1;144;44100000000;329000
14;97500;2;2;163;3;4;196;9506250000;329777
18;460000;2;3;170;2;4;324;211600000000;330000
13;380000;2;2;136;2;4;169;144400000000;330000
17;370000;2;3;235;2;4;289;136900000000;330000
15;350000;2;1;193;2;4;225;122500000000;330000
18;336000;2;3;170;3;4;324;112896000000;330000
14;327000;2;2;149;2;4;196;106929000000;330000
16;322000;2;3;184;2;4;256;103684000000;330000
16;310000;2;3;170;3;4;256;96100000000;330000
16;300000;2;3;170;3;4;256;90000000000;330000
15;290000;2;2;193;2;4;225;84100000000;330000
15;285000;1;2;150;2;1;225;81225000000;330000
14;281000;2;2;170;2;4;196;78961000000;330000
15;272000;2;2;170;3;4;225;73984000000;330000
17;262000;2;1;150;3;4;289;68644000000;330000
14;262000;3;2;286;3;9;196;68644000000;330000
16;252600;2;2;150;2;4;256;63806760000;330000
20;252000;3;2;326;3;9;400;63504000000;330000
12;247000;1;2;170;3;1;144;61009000000;330000
13;243212;2;3;192;2;4;169;59152076944;330000
13;238000;1;2;118;2;1;169;56644000000;330000
11;220000;1;3;143;3;1;121;48400000000;330000
16;217000;2;2;170;3;4;256;47089000000;330000
14;216000;1;3;150;2;1;196;46656000000;330000
15;210000;2;3;193;2;4;225;44100000000;330000
15;210000;2;3;170;3;4;225;44100000000;330000
15;210000;1;3;105;2;1;225;44100000000;330000
15;210000;2;3;150;2;4;225;44100000000;330000
20;210000;3;2;218;3;9;400;44100000000;330000
15;205000;2;3;193;3;4;225;42025000000;330000
13;200000;2;2;192;3;4;169;40000000000;330000
10;200000;3;2;445;1;9;100;40000000000;330000
15;194000;2;2;150;3;4;225;37636000000;330000
14;190000;1;2;118;3;1;196;36100000000;330000
16;187000;3;2;286;2;9;256;34969000000;330000
13;185000;1;2;192;3;1;169;34225000000;330000
14;183000;2;3;170;3;4;196;33489000000;330000
14;170000;2;2;193;2;4;196;28900000000;330000
14;167000;2;2;170;3;4;196;27889000000;330000
16;166000;2;1;170;3;4;256;27556000000;330000
13;160000;2;3;231;2;4;169;25600000000;330000
11;150000;1;2;143;2;1;121;22500000000;330000
12;141000;1;2;170;2;1;144;19881000000;330000
14;139000;1;2;118;2;1;196;19321000000;330000
14;128000;1;1;118;3;1;196;16384000000;330000
14;120000;1;2;118;3;1;196;14400000000;330000
12;119000;1;2;143;2;1;144;14161000000;330000
14;118000;2;2;193;3;4;196;13924000000;330000
14;110000;1;1;192;3;1;196;12100000000;330000
12;94000;1;2;143;1;1;144;8836000000;330000
12;50000;3;2;333;2;9;144;2500000000;330000
14;180000;2;2;170;3;4;196;32400000000;330033
14;303000;2;2;150;3;4;196;91809000000;333333
14;303000;2;2;150;3;4;196;91809000000;333333
13;265000;1;3;105;2;1;169;70225000000;333333
16;300000;2;2;170;2;4;256;90000000000;335000
19;286000;2;3;192;3;4;361;81796000000;335000
12;270000;3;3;272;1;9;144;72900000000;335000
15;240000;1;3;170;3;1;225;57600000000;335000
14;225000;3;2;193;2;9;196;50625000000;335000
16;209121;2;2;170;3;4;256;43731592641;335000
13;180000;2;1;170;3;4;169;32400000000;335000
16;155415;2;2;193;3;4;256;24153822225;335000
12;142000;1;1;192;3;1;144;20164000000;335000
13;117375;1;2;170;3;1;169;13776890625;335000
14;170000;2;3;170;3;4;196;28900000000;336000
15;300000;1;3;193;2;1;225;90000000000;336759
15;243000;1;3;150;2;1;225;59049000000;337000
14;218000;2;2;170;2;4;196;47524000000;337000
14;170000;2;3;170;3;4;196;28900000000;339000
14;170000;2;3;170;3;4;196;28900000000;339000
18;397000;2;2;286;3;4;324;157609000000;339999
14;417000;2;2;193;2;4;196;173889000000;340000
16;380000;2;1;170;3;4;256;144400000000;340000
14;345000;2;1;163;2;4;196;119025000000;340000
14;291000;3;2;238;3;9;196;84681000000;340000
12;290000;2;3;231;3;4;144;84100000000;340000
15;275000;2;2;170;3;4;225;75625000000;340000
16;270000;3;3;286;2;9;256;72900000000;340000
13;270000;1;3;170;2;1;169;72900000000;340000
15;270000;1;3;150;3;1;225;72900000000;340000
14;260000;2;2;163;2;4;196;67600000000;340000
13;246000;1;3;105;2;1;169;60516000000;340000
16;234000;2;2;150;3;4;256;54756000000;340000
14;233000;1;3;150;2;1;196;54289000000;340000
15;232000;2;3;170;2;4;225;53824000000;340000
14;231000;2;2;192;2;4;196;53361000000;340000
12;220000;2;3;170;3;4;144;48400000000;340000
13;218000;1;3;118;2;1;169;47524000000;340000
13;201400;1;2;143;3;1;169;40561960000;340000
11;200000;1;3;231;2;1;121;40000000000;340000
12;189000;1;3;143;2;1;144;35721000000;340000
15;181000;2;2;170;2;4;225;32761000000;340000
12;270000;3;3;272;1;9;144;72900000000;345000
15;242000;2;3;170;3;4;225;58564000000;345000
12;223000;2;3;170;3;4;144;49729000000;345000
16;220000;1;2;150;3;1;256;48400000000;345000
13;217000;2;3;192;2;4;169;47089000000;345000
14;208000;1;3;150;2;1;196;43264000000;345000
14;184000;1;3;118;3;1;196;33856000000;345000
13;160000;1;2;170;2;1;169;25600000000;345000
14;130000;2;3;150;3;4;196;16900000000;345000
15;15000;2;2;170;2;4;225;225000000;345345
14;309000;1;2;143;3;1;196;95481000000;346000
15;268000;2;1;193;2;4;225;71824000000;348000
14;260000;1;3;118;2;1;196;67600000000;348000
15;373000;3;3;193;2;9;225;139129000000;349000
15;360000;2;3;170;2;4;225;129600000000;349000
16;351000;3;3;143;3;9;256;123201000000;349000
17;270000;2;2;193;3;4;289;72900000000;349000
12;262000;1;3;192;3;1;144;68644000000;349000
13;250000;2;3;192;2;4;169;62500000000;349000
10;249000;1;2;115;2;1;100;62001000000;349000
13;222000;2;3;231;3;4;169;49284000000;349000
17;400000;2;3;170;3;4;289;160000000000;350000
17;387467;3;3;184;2;9;289;150130676089;350000
17;345000;3;3;235;3;9;289;119025000000;350000
18;330000;2;3;170;3;4;324;108900000000;350000
14;320000;2;3;193;3;4;196;102400000000;350000
13;320000;2;3;170;2;4;169;102400000000;350000
11;317000;3;3;333;2;9;121;100489000000;350000
14;316000;2;3;192;2;4;196;99856000000;350000
16;310000;2;3;286;2;4;256;96100000000;350000
14;310000;1;3;150;2;1;196;96100000000;350000
13;306000;1;2;170;2;1;169;93636000000;350000
16;305000;3;2;193;2;9;256;93025000000;350000
14;303000;2;2;170;3;4;196;91809000000;350000
16;300000;2;2;150;2;4;256;90000000000;350000
13;300000;3;3;286;3;9;169;90000000000;350000
11;300000;3;2;218;1;9;121;90000000000;350000
16;299000;2;3;170;3;4;256;89401000000;350000
15;293000;1;3;231;2;1;225;85849000000;350000
12;290000;2;3;231;2;4;144;84100000000;350000
16;290000;1;3;170;2;1;256;84100000000;350000
15;290000;2;2;286;2;4;225;84100000000;350000
19;286000;2;3;192;3;4;361;81796000000;350000
13;280000;2;3;231;3;4;169;78400000000;350000
19;271460;2;2;192;2;4;361;73690531600;350000
14;271000;2;3;193;3;4;196;73441000000;350000
17;270000;1;2;150;3;1;289;72900000000;350000
12;270000;2;1;192;2;4;144;72900000000;350000
14;267000;2;2;193;3;4;196;71289000000;350000
14;267000;2;2;170;3;4;196;71289000000;350000
13;267000;2;2;192;3;4;169;71289000000;350000
15;260000;1;3;150;3;1;225;67600000000;350000
15;256000;1;2;150;2;1;225;65536000000;350000
10;255331;1;2;143;3;1;100;65193919561;350000
13;253525;2;2;192;3;4;169;64274925625;350000
13;251000;2;2;192;2;4;169;63001000000;350000
16;250000;1;3;118;2;1;256;62500000000;350000
12;250000;1;3;170;2;1;144;62500000000;350000
14;250000;2;3;286;3;4;196;62500000000;350000
12;250000;1;3;170;2;1;144;62500000000;350000
16;250000;2;2;193;3;4;256;62500000000;350000
13;249000;2;2;193;3;4;169;62001000000;350000
16;245000;1;3;150;2;1;256;60025000000;350000
12;238000;2;2;170;3;4;144;56644000000;350000
13;234000;2;3;170;2;4;169;54756000000;350000
15;230000;3;3;238;2;9;225;52900000000;350000
12;229000;1;3;143;2;1;144;52441000000;350000
14;224792;2;2;170;3;4;196;50531443264;350000
15;224500;2;3;170;2;4;225;50400250000;350000
14;220000;1;2;192;2;1;196;48400000000;350000
15;220000;3;2;193;3;9;225;48400000000;350000
13;220000;1;1;170;2;1;169;48400000000;350000
16;220000;2;2;170;2;4;256;48400000000;350000
13;220000;2;3;231;2;4;169;48400000000;350000
19;220000;2;2;192;2;4;361;48400000000;350000
15;214000;3;3;286;2;9;225;45796000000;350000
16;214000;2;2;150;3;4;256;45796000000;350000
13;212000;2;2;192;3;4;169;44944000000;350000
14;210000;2;1;150;3;4;196;44100000000;350000
17;210000;2;3;235;3;4;289;44100000000;350000
12;206147;2;2;192;2;4;144;42496585609;350000
16;205486;2;3;193;3;4;256;42224496196;350000
11;201000;2;2;231;3;4;121;40401000000;350000
13;200000;2;2;163;3;4;169;40000000000;350000
17;200000;2;1;193;2;4;289;40000000000;350000
12;200000;1;3;143;3;1;144;40000000000;350000
12;200000;2;1;170;2;4;144;40000000000;350000
14;200000;3;3;286;2;9;196;40000000000;350000
12;191000;1;2;143;2;1;144;36481000000;350000
13;190000;3;2;286;3;9;169;36100000000;350000
11;189000;2;2;192;2;4;121;35721000000;350000
14;188000;2;2;150;3;4;196;35344000000;350000
12;188000;3;2;272;2;9;144;35344000000;350000
11;185000;1;2;143;3;1;121;34225000000;350000
12;184500;2;2;170;2;4;144;34040250000;350000
13;180000;1;1;150;2;1;169;32400000000;350000
13;170000;1;2;170;2;1;169;28900000000;350000
12;167000;3;2;272;3;9;144;27889000000;350000
15;160000;2;3;170;3;4;225;25600000000;350000
11;150000;1;2;170;2;1;121;22500000000;350000
15;150000;1;3;150;2;1;225;22500000000;350000
13;150000;2;2;170;3;4;169;22500000000;350000
16;135000;2;3;170;3;4;256;18225000000;350000
15;132689;2;2;170;2;4;225;17606370721;350000
12;115000;1;2;192;3;1;144;13225000000;350000
12;100000;1;1;143;3;1;144;10000000000;350000
13;100000;2;3;192;2;4;169;10000000000;350000
17;100000;3;1;235;2;9;289;10000000000;350000
13;78000;1;3;118;3;1;169;6084000000;350000
11;22710;3;2;333;3;9;121;515744100;350000
12;138000;2;2;192;2;4;144;19044000000;352000
12;138000;2;2;192;3;4;144;19044000000;352000
16;350000;2;1;235;3;4;256;122500000000;353000
17;340000;3;2;193;3;9;289;115600000000;355000
13;220000;2;2;193;3;4;169;48400000000;355000
16;215000;2;3;170;2;4;256;46225000000;355000
14;150821;2;1;170;3;4;196;22746974041;355000
11;150000;1;3;143;3;1;121;22500000000;355000
12;145000;3;3;333;3;9;144;21025000000;355000
14;205000;1;2;170;3;1;196;42025000000;357000
11;132000;1;2;143;2;1;121;17424000000;358000
14;254000;1;3;150;2;1;196;64516000000;359000
11;202000;2;2;170;3;4;121;40804000000;359000
12;230000;1;3;170;3;1;144;52900000000;359999
16;360000;2;3;193;3;4;256;129600000000;360000
16;350000;2;3;170;2;4;256;122500000000;360000
13;333000;2;2;192;2;4;169;110889000000;360000
13;322000;2;3;192;2;4;169;103684000000;360000
15;310000;2;3;193;3;4;225;96100000000;360000
16;305000;2;3;170;2;4;256;93025000000;360000
14;295000;1;3;105;3;1;196;87025000000;360000
17;284000;2;3;193;3;4;289;80656000000;360000
15;275000;2;3;193;3;4;225;75625000000;360000
17;269000;2;3;235;3;4;289;72361000000;360000
14;257000;2;3;170;3;4;196;66049000000;360000
12;250000;1;3;170;2;1;144;62500000000;360000
17;250000;2;3;286;3;4;289;62500000000;360000
13;250000;2;2;170;3;4;169;62500000000;360000
15;247000;2;3;245;2;4;225;61009000000;360000
13;240000;2;3;170;3;4;169;57600000000;360000
13;238000;1;2;118;3;1;169;56644000000;360000
14;235000;2;3;170;3;4;196;55225000000;360000
15;235000;2;1;150;2;4;225;55225000000;360000
13;230000;1;3;170;2;1;169;52900000000;360000
17;230000;2;2;286;3;4;289;52900000000;360000
17;230000;2;2;286;3;4;289;52900000000;360000
11;215000;1;2;115;2;1;121;46225000000;360000
13;214000;1;3;143;2;1;169;45796000000;360000
13;212000;1;2;170;3;1;169;44944000000;360000
11;201000;2;3;192;2;4;121;40401000000;360000
12;198000;2;2;163;3;4;144;39204000000;360000
12;193000;1;3;143;3;1;144;37249000000;360000
12;190000;2;2;170;3;4;144;36100000000;360000
12;185000;1;2;143;2;1;144;34225000000;360000
17;182000;2;3;184;2;4;289;33124000000;360000
13;176000;1;3;170;3;1;169;30976000000;360000
12;170000;3;2;272;3;9;144;28900000000;360000
11;170000;2;3;192;3;4;121;28900000000;360000
12;160000;1;3;192;2;1;144;25600000000;360000
19;160000;2;2;192;3;4;361;25600000000;360000
11;158000;1;3;143;2;1;121;24964000000;360000
12;155000;2;2;192;2;4;144;24025000000;360000
17;150000;3;3;193;3;9;289;22500000000;360000
10;123456;1;2;116;3;1;100;15241383936;360000
14;110000;2;1;163;3;4;196;12100000000;360000
14;306000;1;1;170;2;1;196;93636000000;360500
10;164000;1;3;143;3;1;100;26896000000;364000
18;335328;3;3;193;2;9;324;112444867584;365000
14;315000;2;2;193;2;4;196;99225000000;365000
15;270000;3;3;286;3;9;225;72900000000;365000
14;250000;1;2;150;2;1;196;62500000000;365000
16;250000;2;3;170;2;4;256;62500000000;365000
14;220000;2;2;193;3;4;196;48400000000;365000
11;210000;2;3;192;3;4;121;44100000000;365000
13;208000;2;2;170;3;4;169;43264000000;365000
11;205000;2;1;163;3;4;121;42025000000;365000
11;205000;2;1;163;3;4;121;42025000000;365000
11;205000;2;1;163;3;4;121;42025000000;365000
13;200000;2;2;192;2;4;169;40000000000;365000
13;194000;2;2;163;3;4;169;37636000000;365000
13;190000;3;2;333;2;9;169;36100000000;365000
11;174000;2;2;192;2;4;121;30276000000;365000
11;170000;2;3;192;3;4;121;28900000000;365000
12;170000;2;1;231;2;4;144;28900000000;365000
11;137000;1;2;143;3;1;121;18769000000;365000
13;270000;1;1;184;3;1;169;72900000000;369000
14;250000;2;2;170;3;4;196;62500000000;369000
12;210000;1;2;192;3;1;144;44100000000;369000
13;185000;1;3;170;3;1;169;34225000000;369000
17;378000;2;3;170;3;4;289;142884000000;370000
17;357720;2;2;286;3;4;289;127963598400;370000
16;350000;3;3;326;2;9;256;122500000000;370000
14;340000;3;2;193;3;9;196;115600000000;370000
16;340000;1;3;193;2;1;256;115600000000;370000
16;320000;3;3;235;2;9;256;102400000000;370000
15;300000;2;3;170;2;4;225;90000000000;370000
12;290000;1;3;170;2;1;144;84100000000;370000
12;280000;3;2;333;2;9;144;78400000000;370000
15;280000;1;3;170;2;1;225;78400000000;370000
14;280000;2;3;193;2;4;196;78400000000;370000
16;279000;2;3;170;3;4;256;77841000000;370000
17;253000;2;3;286;3;4;289;64009000000;370000
16;253000;3;2;193;3;9;256;64009000000;370000
16;244000;1;2;170;3;1;256;59536000000;370000
15;240000;1;3;170;3;1;225;57600000000;370000
16;238000;2;2;170;3;4;256;56644000000;370000
12;230000;2;3;192;2;4;144;52900000000;370000
11;230000;2;3;192;1;4;121;52900000000;370000
12;227000;2;2;192;3;4;144;51529000000;370000
11;226000;1;3;143;2;1;121;51076000000;370000
13;225000;2;1;170;3;4;169;50625000000;370000
13;224000;2;3;231;3;4;169;50176000000;370000
14;223000;3;3;193;2;9;196;49729000000;370000
14;217000;1;1;170;2;1;196;47089000000;370000
15;217000;1;3;170;3;1;225;47089000000;370000
12;215000;1;3;105;2;1;144;46225000000;370000
12;209000;1;3;170;3;1;144;43681000000;370000
16;200000;3;2;143;2;9;256;40000000000;370000
11;199120;1;3;143;3;1;121;39648774400;370000
14;190000;2;2;193;2;4;196;36100000000;370000
12;189000;2;2;170;3;4;144;35721000000;370000
15;186000;1;2;170;3;1;225;34596000000;370000
16;185000;2;2;286;3;4;256;34225000000;370000
13;180000;1;2;192;3;1;169;32400000000;370000
17;172000;3;2;193;3;9;289;29584000000;370000
13;170000;2;2;286;2;4;169;28900000000;370000
13;170000;2;1;170;2;4;169;28900000000;370000
14;168888;1;3;170;3;1;196;28523156544;370000
12;163000;1;3;143;2;1;144;26569000000;370000
14;160000;1;3;192;2;1;196;25600000000;370000
17;158000;3;2;286;3;9;289;24964000000;370000
12;150000;1;1;143;3;1;144;22500000000;370000
12;150000;2;2;192;3;4;144;22500000000;370000
10;146000;1;2;143;3;1;100;21316000000;370000
11;142000;2;3;192;2;4;121;20164000000;370000
8;127500;2;2;231;2;4;64;16256250000;370000
12;111111;2;3;193;3;4;144;12345654321;370000
12;110000;1;1;170;3;1;144;12100000000;370000
11;114254;2;1;192;3;4;121;13053976516;371000
11;210000;1;1;143;3;1;121;44100000000;373000
16;318000;2;3;193;3;4;256;101124000000;375000
15;276000;2;3;193;2;4;225;76176000000;375000
14;260000;1;2;150;3;1;196;67600000000;375000
14;244000;2;2;245;3;4;196;59536000000;375000
12;228000;1;1;143;2;1;144;51984000000;375000
15;213000;1;3;170;2;1;225;45369000000;375000
13;194600;2;1;136;3;4;169;37869160000;375000
14;170000;2;2;170;3;4;196;28900000000;375000
12;155329;1;3;143;2;1;144;24127098241;375000
11;150000;2;3;193;2;4;121;22500000000;375000
11;145100;2;1;192;3;4;121;21054010000;375000
10;134878;1;2;143;3;1;100;18192074884;375000
10;121000;1;2;143;3;1;100;14641000000;375000
9;120000;1;2;116;3;1;81;14400000000;375000
10;112000;1;1;143;3;1;100;12544000000;375000
14;260000;2;3;193;2;4;196;67600000000;379800
14;315000;3;2;193;2;9;196;99225000000;380000
14;288000;1;3;170;3;1;196;82944000000;380000
12;270000;2;3;192;3;4;144;72900000000;380000
11;269000;2;2;192;3;4;121;72361000000;380000
13;260000;2;1;231;2;4;169;67600000000;380000
12;245000;1;2;150;3;1;144;60025000000;380000
11;237000;3;2;333;1;9;121;56169000000;380000
13;237000;2;2;231;2;4;169;56169000000;380000
13;235000;2;1;170;3;4;169;55225000000;380000
11;234000;1;2;143;2;1;121;54756000000;380000
14;230000;1;3;170;2;1;196;52900000000;380000
11;230000;1;3;118;2;1;121;52900000000;380000
12;230000;1;3;150;2;1;144;52900000000;380000
14;222000;2;3;170;3;4;196;49284000000;380000
16;220000;2;1;286;3;4;256;48400000000;380000
12;216000;2;2;170;3;4;144;46656000000;380000
13;215000;2;3;192;3;4;169;46225000000;380000
14;200000;2;2;170;3;4;196;40000000000;380000
14;198000;2;3;193;2;4;196;39204000000;380000
13;194000;1;2;170;2;1;169;37636000000;380000
11;192000;3;2;333;2;9;121;36864000000;380000
14;186000;1;2;231;3;1;196;34596000000;380000
11;184000;1;3;143;3;1;121;33856000000;380000
11;181500;1;3;143;2;1;121;32942250000;380000
13;180000;2;3;231;2;4;169;32400000000;380000
13;180000;2;3;192;3;4;169;32400000000;380000
12;179800;3;3;272;3;9;144;32328040000;380000
13;173000;1;3;170;2;1;169;29929000000;380000
13;166000;2;1;170;3;4;169;27556000000;380000
13;165000;2;2;170;3;4;169;27225000000;380000
12;164000;1;3;143;3;1;144;26896000000;380000
13;150000;2;3;170;2;4;169;22500000000;380000
14;145000;1;2;170;2;1;196;21025000000;380000
14;129151;1;3;193;2;1;196;16679980801;380000
11;115410;1;1;170;3;1;121;13319468100;380000
12;102256;1;1;143;3;1;144;10456289536;380000
11;35000;2;2;245;3;4;121;1225000000;380000
12;326000;2;3;170;2;4;144;106276000000;382000
17;290000;2;2;193;2;4;289;84100000000;382000
10;134000;1;2;143;3;1;100;17956000000;382000
11;115410;1;1;170;3;1;121;13319468100;382000
14;350000;2;3;193;3;4;196;122500000000;385000
17;331000;3;2;193;3;9;289;109561000000;385000
13;317000;2;3;231;2;4;169;100489000000;385000
20;270987;2;2;218;3;4;400;73433954169;385000
13;270000;2;3;170;3;4;169;72900000000;385000
15;254000;2;3;193;2;4;225;64516000000;385000
12;245000;2;2;192;3;4;144;60025000000;385000
17;243000;3;2;193;3;9;289;59049000000;385000
15;223000;2;2;286;2;4;225;49729000000;385000
10;220000;2;3;170;2;4;100;48400000000;385000
12;193600;2;2;170;2;4;144;37480960000;385000
12;170000;2;1;231;2;4;144;28900000000;385000
13;167398;2;3;192;3;4;169;28022090404;385000
11;152000;1;2;143;2;1;121;23104000000;385000
13;70200;1;1;143;3;1;169;4928040000;385000
12;178000;2;1;192;3;4;144;31684000000;387000
17;350000;3;3;235;3;9;289;122500000000;390000
18;320000;2;2;193;3;4;324;102400000000;390000
13;320000;2;1;192;3;4;169;102400000000;390000
12;317000;3;2;333;2;9;144;100489000000;390000
12;306000;1;1;170;3;1;144;93636000000;390000
13;292000;3;3;272;2;9;169;85264000000;390000
13;270000;2;3;170;2;4;169;72900000000;390000
14;260000;2;3;245;2;4;196;67600000000;390000
13;250000;1;3;192;2;1;169;62500000000;390000
15;250000;2;2;193;2;4;225;62500000000;390000
12;247986;2;1;192;3;4;144;61497056196;390000
11;245000;2;2;192;2;4;121;60025000000;390000
12;245000;2;1;192;3;4;144;60025000000;390000
13;240000;2;1;192;2;4;169;57600000000;390000
