Годвып;Пробег;Серия;КолвохозяевпоПТС;Лошадки;Состояние;квадратсерии;квадратвозраста;квадратпробега;Цена
9;206000;2;3;192;2;4;81;42436000000;605000
10;198000;2;3;231;2;4;100;39204000000;605000
11;190000;2;3;231;3;4;121;36100000000;605000
8;178000;1;2;218;2;1;64;31684000000;605000
10;160000;2;2;177;3;4;100;25600000000;605000
10;156000;2;3;231;2;4;100;24336000000;605000
9;150000;2;2;258;3;4;81;22500000000;605000
8;150000;3;2;367;3;9;64;22500000000;605000
9;141000;1;3;218;3;1;81;19881000000;605000
11;140000;3;1;333;3;9;121;19600000000;605000
5;128000;1;1;136;3;1;25;16384000000;605000
6;125000;1;2;177;3;1;36;15625000000;609000
11;280000;3;2;333;3;9;121;78400000000;610000
10;230000;2;2;177;2;4;100;52900000000;610000
11;227000;2;3;231;3;4;121;51529000000;610000
10;210000;2;2;231;3;4;100;44100000000;610000
12;197000;3;2;218;2;9;144;38809000000;610000
9;190000;1;2;150;2;1;81;36100000000;610000
10;187000;2;2;177;2;4;100;34969000000;610000
12;178000;3;2;272;2;9;144;31684000000;610000
10;177000;2;3;170;3;4;100;31329000000;610000
10;175000;2;2;192;2;4;100;30625000000;610000
17;168000;3;2;326;3;9;289;28224000000;610000
8;159000;1;3;218;3;1;64;25281000000;610000
6;155000;1;2;156;3;1;36;24025000000;610000
9;152000;3;2;218;3;9;81;23104000000;610000
10;140000;3;3;272;2;9;100;19600000000;610000
7;120000;1;3;218;3;1;49;14400000000;610000
8;120000;2;1;258;3;4;64;14400000000;610000
7;98000;1;2;218;3;1;49;9604000000;610000
7;95150;2;1;218;3;4;49;9053522500;610000
8;95000;1;1;150;3;1;64;9025000000;610000
7;75000;1;2;156;3;1;49;5625000000;610000
6;71000;1;2;170;3;1;36;5041000000;610000
8;130000;2;3;218;3;4;64;16900000000;611111
11;136000;2;2;231;3;4;121;18496000000;614000
10;212000;2;3;192;3;4;100;44944000000;615000
9;200000;2;2;231;3;4;81;40000000000;615000
10;199200;2;2;192;3;4;100;39680640000;615000
8;161000;2;3;258;3;4;64;25921000000;615000
5;145000;1;2;143;3;1;25;21025000000;615000
6;134000;1;2;218;3;1;36;17956000000;615000
7;128000;2;1;218;3;4;49;16384000000;615000
10;125000;2;2;218;3;4;100;15625000000;615000
6;120000;1;2;218;3;1;36;14400000000;615000
7;120000;3;1;367;3;9;49;14400000000;615000
9;118000;2;1;192;3;4;81;13924000000;615000
6;113250;3;1;367;3;9;36;12825562500;615000
6;110000;2;2;218;2;4;36;12100000000;615000
6;104000;1;2;156;3;1;36;10816000000;615000
8;99700;1;2;150;3;1;64;9940090000;615000
6;75000;1;2;156;3;1;36;5625000000;615000
6;72000;1;2;150;3;1;36;5184000000;615000
7;44600;1;2;150;3;1;49;1989160000;615000
6;84000;1;2;143;3;1;36;7056000000;615555
8;159000;3;1;306;3;9;64;25281000000;616000
6;122654;3;1;367;3;9;36;15044003716;616000
6;118000;3;1;367;3;9;36;13924000000;617000
9;147400;2;1;197;3;4;81;21726760000;618000
5;130000;2;1;156;2;4;25;16900000000;619000
10;200001;2;2;192;3;4;100;40000400001;620000
10;195000;2;3;231;3;4;100;38025000000;620000
8;193000;1;1;150;2;1;64;37249000000;620000
8;192000;2;3;258;2;4;64;36864000000;620000
9;185000;2;1;192;2;4;81;34225000000;620000
10;180000;2;3;192;3;4;100;32400000000;620000
8;166000;1;2;218;2;1;64;27556000000;620000
10;157000;2;3;177;2;4;100;24649000000;620000
9;147000;2;1;218;3;4;81;21609000000;620000
9;145000;2;2;272;3;4;81;21025000000;620000
10;132000;2;2;192;2;4;100;17424000000;620000
6;131000;1;2;136;3;1;36;17161000000;620000
7;130000;2;2;218;3;4;49;16900000000;620000
6;126000;1;2;157;2;1;36;15876000000;620000
8;125000;1;2;218;2;1;64;15625000000;620000
9;120000;3;1;367;3;9;81;14400000000;620000
6;118000;1;2;156;3;1;36;13924000000;620000
9;117000;2;1;192;3;4;81;13689000000;620000
9;110000;1;2;218;3;1;81;12100000000;620000
7;105787;1;2;150;3;1;49;11190889369;620000
11;104000;2;3;231;2;4;121;10816000000;620000
6;102000;1;2;156;3;1;36;10404000000;620000
6;95000;1;2;156;3;1;36;9025000000;620000
6;84367;1;1;156;3;1;36;7117790689;620000
6;83000;1;1;170;3;1;36;6889000000;620000
7;81000;1;3;218;3;1;49;6561000000;620000
6;78768;1;2;156;3;1;36;6204397824;620000
7;45500;1;2;150;3;1;49;2070250000;620000
8;91300;1;3;218;3;1;64;8335690000;623000
8;129000;1;2;258;3;1;64;16641000000;624000
10;187000;2;3;231;3;4;100;34969000000;625000
9;185000;2;3;258;3;4;81;34225000000;625000
9;152000;2;3;218;3;4;81;23104000000;625000
7;125000;1;3;150;3;1;49;15625000000;625000
9;102000;2;2;258;3;4;81;10404000000;625000
6;96000;2;1;272;3;4;36;9216000000;625000
8;86300;2;1;218;3;4;64;7447690000;625000
6;65000;1;2;218;3;1;36;4225000000;625000
10;214000;2;3;170;3;4;100;45796000000;629000
10;202000;2;3;192;3;4;100;40804000000;629000
9;137000;2;3;192;2;4;81;18769000000;629000
6;76000;1;3;156;3;1;36;5776000000;629150
10;200000;2;3;218;3;4;100;40000000000;630000
8;195000;2;3;218;2;4;64;38025000000;630000
7;190000;1;2;150;3;1;49;36100000000;630000
9;190000;3;3;367;2;9;81;36100000000;630000
8;182300;2;1;258;3;4;64;33233290000;630000
8;180000;1;2;218;3;1;64;32400000000;630000
8;180000;2;2;197;3;4;64;32400000000;630000
11;180000;2;2;231;3;4;121;32400000000;630000
9;179000;3;2;367;3;9;81;32041000000;630000
10;158000;2;2;192;3;4;100;24964000000;630000
10;156000;2;2;231;2;4;100;24336000000;630000
10;145000;3;1;333;3;9;100;21025000000;630000
7;143000;1;3;218;3;1;49;20449000000;630000
11;142000;2;2;231;3;4;121;20164000000;630000
9;140000;2;2;177;2;4;81;19600000000;630000
9;140000;2;2;192;3;4;81;19600000000;630000
8;135000;2;2;258;3;4;64;18225000000;630000
8;132000;2;2;218;3;4;64;17424000000;630000
9;123000;3;1;367;3;9;81;15129000000;630000
6;122000;2;1;218;3;4;36;14884000000;630000
10;119000;2;2;170;2;4;100;14161000000;630000
9;118000;2;2;218;3;4;81;13924000000;630000
8;115000;2;2;258;3;4;64;13225000000;630000
10;107000;2;2;170;2;4;100;11449000000;630000
6;106000;1;2;156;3;1;36;11236000000;630000
9;105000;1;3;258;3;1;81;11025000000;630000
6;100000;1;2;136;3;1;36;10000000000;630000
8;97000;1;2;150;3;1;64;9409000000;630000
6;95000;1;1;143;3;1;36;9025000000;630000
7;92000;2;2;163;3;4;49;8464000000;630000
7;90000;1;2;150;3;1;49;8100000000;630000
6;89000;1;2;218;3;1;36;7921000000;630000
5;88000;1;1;136;3;1;25;7744000000;630000
7;85000;1;1;177;3;1;49;7225000000;630000
6;83000;1;3;156;2;1;36;6889000000;630000
5;77000;1;1;136;3;1;25;5929000000;630000
6;73000;1;2;156;3;1;36;5329000000;630000
6;56000;1;1;136;3;1;36;3136000000;630000
7;54000;1;1;218;3;1;49;2916000000;630000
6;50700;1;1;156;3;1;36;2570490000;630000
5;42000;1;1;218;3;1;25;1764000000;630000
10;239000;2;1;231;3;4;100;57121000000;635000
8;128000;2;1;272;3;4;64;16384000000;635000
6;122000;2;1;218;2;4;36;14884000000;635000
7;115000;3;1;367;3;9;49;13225000000;635000
6;75835;1;2;136;3;1;36;5750947225;635000
3;48000;1;2;136;3;1;9;2304000000;635000
9;66000;1;1;218;1;1;81;4356000000;635635
10;194000;3;2;333;3;9;100;37636000000;636000
10;230000;3;1;218;3;9;100;52900000000;636250
8;250000;2;2;163;3;4;64;62500000000;637000
9;164000;2;3;218;2;4;81;26896000000;637000
9;137000;2;1;258;3;4;81;18769000000;639000
8;260000;2;2;258;2;4;64;67600000000;640000
8;230000;2;3;218;3;4;64;52900000000;640000
9;230000;2;1;192;3;4;81;52900000000;640000
9;197000;2;2;177;3;4;81;38809000000;640000
9;191000;2;2;192;3;4;81;36481000000;640000
8;189000;2;2;177;3;4;64;35721000000;640000
10;182000;3;1;218;3;9;100;33124000000;640000
7;160000;1;2;218;3;1;49;25600000000;640000
10;160000;3;3;333;2;9;100;25600000000;640000
10;144000;2;2;170;3;4;100;20736000000;640000
8;140000;3;2;367;3;9;64;19600000000;640000
11;120000;2;2;231;3;4;121;14400000000;640000
10;112000;2;2;192;3;4;100;12544000000;640000
9;109000;3;2;367;3;9;81;11881000000;640000
6;107000;1;1;136;3;1;36;11449000000;640000
8;96300;2;3;218;2;4;64;9273690000;640000
8;134000;1;2;218;3;1;64;17956000000;641000
8;114000;1;2;218;3;1;64;12996000000;643000
10;197000;3;1;218;3;9;100;38809000000;645000
9;190000;2;3;333;2;4;81;36100000000;645000
8;178000;2;2;218;2;4;64;31684000000;645000
6;155000;1;2;156;3;1;36;24025000000;645000
9;150000;2;2;231;3;4;81;22500000000;645000
8;142000;2;2;218;3;4;64;20164000000;645000
8;131000;2;2;218;3;4;64;17161000000;645000
8;129500;1;1;218;3;1;64;16770250000;645000
9;121000;1;3;258;3;1;81;14641000000;645000
6;110000;1;1;156;3;1;36;12100000000;645000
9;108000;3;2;367;3;9;81;11664000000;645000
8;91000;2;1;177;3;4;64;8281000000;645000
4;72000;1;2;136;3;1;16;5184000000;645000
10;177000;2;3;231;2;4;100;31329000000;647000
9;150700;2;3;192;3;4;81;22710490000;649000
11;112000;3;1;333;3;9;121;12544000000;649000
5;107000;1;1;143;3;1;25;11449000000;649000
8;114000;1;2;218;3;1;64;12996000000;649989
12;134000;1;2;231;3;1;144;17956000000;649999
6;85000;1;2;156;3;1;36;7225000000;649999
11;330000;3;3;333;3;9;121;108900000000;650000
6;277000;1;1;156;2;1;36;76729000000;650000
9;265000;2;1;231;2;4;81;70225000000;650000
10;250000;2;3;231;3;4;100;62500000000;650000
14;244444;2;2;193;3;4;196;59752869136;650000
10;240000;2;2;192;2;4;100;57600000000;650000
10;230000;2;3;231;3;4;100;52900000000;650000
10;226000;2;2;177;3;4;100;51076000000;650000
10;210000;2;3;218;3;4;100;44100000000;650000
9;200000;2;2;177;3;4;81;40000000000;650000
12;200000;3;2;333;3;9;144;40000000000;650000
6;200000;1;1;177;1;1;36;40000000000;650000
11;199000;2;3;218;3;4;121;39601000000;650000
9;197000;2;3;192;3;4;81;38809000000;650000
10;194000;3;2;231;2;9;100;37636000000;650000
8;190000;1;1;218;3;1;64;36100000000;650000
9;189655;2;3;192;2;4;81;35969019025;650000
9;187000;3;2;367;3;9;81;34969000000;650000
9;181100;2;3;192;2;4;81;32797210000;650000
7;180000;3;2;367;3;9;49;32400000000;650000
8;177000;2;2;258;2;4;64;31329000000;650000
8;172000;2;3;218;3;4;64;29584000000;650000
9;170000;3;1;367;3;9;81;28900000000;650000
9;170000;2;2;218;3;4;81;28900000000;650000
10;168000;2;2;192;3;4;100;28224000000;650000
11;166717;3;2;445;2;9;121;27794558089;650000
9;165000;1;2;258;3;1;81;27225000000;650000
10;165000;2;2;218;3;4;100;27225000000;650000
9;164000;2;2;218;3;4;81;26896000000;650000
5;160000;1;1;136;2;1;25;25600000000;650000
9;160000;2;2;218;2;4;81;25600000000;650000
9;160000;2;2;218;2;4;81;25600000000;650000
13;160000;3;2;326;3;9;169;25600000000;650000
9;159000;2;2;218;3;4;81;25281000000;650000
10;155000;3;3;367;3;9;100;24025000000;650000
11;155000;3;1;333;2;9;121;24025000000;650000
7;153000;1;1;163;3;1;49;23409000000;650000
10;152000;3;2;231;3;9;100;23104000000;650000
10;150000;2;2;231;3;4;100;22500000000;650000
9;150000;2;2;192;3;4;81;22500000000;650000
11;148000;2;2;231;2;4;121;21904000000;650000
8;147000;3;2;367;3;9;64;21609000000;650000
10;144000;2;3;192;3;4;100;20736000000;650000
7;143100;2;2;218;3;4;49;20477610000;650000
7;142000;3;1;306;3;9;49;20164000000;650000
10;141800;2;2;170;3;4;100;20107240000;650000
8;141000;1;2;218;3;1;64;19881000000;650000
10;140000;3;1;333;3;9;100;19600000000;650000
6;140000;1;3;150;2;1;36;19600000000;650000
7;140000;2;2;258;2;4;49;19600000000;650000
7;133500;1;1;150;3;1;49;17822250000;650000
8;132500;2;2;218;3;4;64;17556250000;650000
9;131171;1;1;200;3;1;81;17205831241;650000
10;131000;3;1;333;3;9;100;17161000000;650000
6;130000;1;3;156;3;1;36;16900000000;650000
10;127000;3;3;445;2;9;100;16129000000;650000
8;125000;1;3;163;3;1;64;15625000000;650000
6;125000;1;2;177;3;1;36;15625000000;650000
8;125000;3;2;445;3;9;64;15625000000;650000
9;124000;2;2;218;3;4;81;15376000000;650000
11;124000;3;1;218;3;9;121;15376000000;650000
10;123000;2;1;177;3;4;100;15129000000;650000
8;120000;1;3;163;3;1;64;14400000000;650000
7;120000;2;1;218;3;4;49;14400000000;650000
5;119000;1;1;136;3;1;25;14161000000;650000
6;115000;1;1;136;3;1;36;13225000000;650000
8;115000;1;2;218;3;1;64;13225000000;650000
8;114800;1;1;218;3;1;64;13179040000;650000
7;112000;1;1;150;3;1;49;12544000000;650000
10;112000;2;1;192;2;4;100;12544000000;650000
6;110000;1;2;136;3;1;36;12100000000;650000
7;105000;1;2;218;3;1;49;11025000000;650000
9;105000;3;2;367;3;9;81;11025000000;650000
9;105000;2;2;192;3;4;81;11025000000;650000
10;102000;2;2;231;2;4;100;10404000000;650000
7;102000;3;3;231;3;9;49;10404000000;650000
9;101000;1;3;218;3;1;81;10201000000;650000
8;100000;1;3;218;3;1;64;10000000000;650000
6;100000;1;3;218;3;1;36;10000000000;650000
8;100000;2;1;218;3;4;64;10000000000;650000
8;99500;2;1;367;3;4;64;9900250000;650000
6;95424;1;2;156;3;1;36;9105739776;650000
7;94000;1;1;163;3;1;49;8836000000;650000
10;93000;2;2;192;3;4;100;8649000000;650000
9;92000;1;2;258;3;1;81;8464000000;650000
10;90000;2;3;231;3;4;100;8100000000;650000
5;90000;1;3;136;3;1;25;8100000000;650000
8;87000;1;3;150;2;1;64;7569000000;650000
5;81000;1;1;136;3;1;25;6561000000;650000
6;80000;1;1;143;3;1;36;6400000000;650000
7;78000;3;1;231;3;9;49;6084000000;650000
4;74000;1;3;136;3;1;16;5476000000;650000
6;72600;1;3;136;2;1;36;5270760000;650000
6;71000;1;2;136;3;1;36;5041000000;650000
6;69000;1;1;156;3;1;36;4761000000;650000
6;61923;1;2;143;3;1;36;3834457929;650000
6;60000;1;2;156;3;1;36;3600000000;650000
7;58680;1;1;218;3;1;49;3443342400;650000
9;54000;1;2;218;3;1;81;2916000000;650000
4;51000;1;2;136;2;1;16;2601000000;650000
7;46000;1;2;150;3;1;49;2116000000;650000
7;79757;2;1;150;3;4;49;6361179049;654000
9;250000;2;1;231;3;4;81;62500000000;655000
10;202000;2;2;218;3;4;100;40804000000;655000
8;185000;2;2;258;3;4;64;34225000000;655000
6;180000;1;2;177;2;1;36;32400000000;655000
6;170990;1;1;177;3;1;36;29237580100;655000
9;170000;2;3;218;2;4;81;28900000000;655000
10;138000;2;1;177;3;4;100;19044000000;655000
6;117600;2;1;258;3;4;36;13829760000;655000
7;117000;2;2;163;3;4;49;13689000000;655000
7;117000;2;1;258;3;4;49;13689000000;655000
7;113200;2;1;258;3;4;49;12814240000;655000
7;112000;2;1;258;3;4;49;12544000000;655000
6;112000;1;2;143;3;1;36;12544000000;655000
7;80000;1;2;150;3;1;49;6400000000;655000
6;61700;1;2;156;3;1;36;3806890000;655000
5;150000;1;1;177;3;1;25;22500000000;655500
9;135000;2;3;218;3;4;81;18225000000;656000
6;116600;2;1;258;3;4;36;13595560000;657000
7;113200;2;1;258;3;4;49;12814240000;657000
10;210000;2;2;231;3;4;100;44100000000;658000
9;170000;3;3;329;2;9;81;28900000000;659000
9;220000;2;2;231;2;4;81;48400000000;660000
10;201640;2;2;192;3;4;100;40658689600;660000
10;175000;2;2;231;3;4;100;30625000000;660000
9;170000;1;2;163;3;1;81;28900000000;660000
8;170000;2;3;258;3;4;64;28900000000;660000
7;145000;1;2;163;3;1;49;21025000000;660000
8;131000;1;3;218;3;1;64;17161000000;660000
11;130000;3;3;445;3;9;121;16900000000;660000
8;125000;2;1;218;3;4;64;15625000000;660000
7;120000;1;1;143;3;1;49;14400000000;660000
7;119000;1;2;218;3;1;49;14161000000;660000
11;117000;2;2;231;3;4;121;13689000000;660000
6;113000;1;1;177;3;1;36;12769000000;660000
8;112000;1;2;150;3;1;64;12544000000;660000
8;111000;1;3;218;3;1;64;12321000000;660000
9;100000;1;3;258;3;1;81;10000000000;660000
6;95000;1;2;156;3;1;36;9025000000;660000
8;89000;1;3;258;2;1;64;7921000000;660000
7;84000;1;2;218;3;1;49;7056000000;660000
7;82700;2;3;218;3;4;49;6839290000;660000
5;70000;1;1;156;3;1;25;4900000000;660000
4;48000;1;1;136;3;1;16;2304000000;660000
6;41500;1;1;156;3;1;36;1722250000;660000
6;96000;2;3;156;2;4;36;9216000000;663000
8;140000;2;3;218;2;4;64;19600000000;664000
5;55000;1;1;136;3;1;25;3025000000;664000
9;204000;2;2;192;3;4;81;41616000000;665000
7;200000;2;1;190;2;4;49;40000000000;665000
11;168000;2;2;231;3;4;121;28224000000;665000
7;138000;2;1;218;3;4;49;19044000000;665000
8;130000;2;1;218;3;4;64;16900000000;665000
6;112000;1;1;143;3;1;36;12544000000;665000
8;110323;2;2;218;3;4;64;12171164329;665000
9;97500;1;2;163;2;1;81;9506250000;665000
8;96000;2;2;258;2;4;64;9216000000;665000
7;50000;1;2;218;3;1;49;2500000000;665000
10;181000;2;3;218;3;4;100;32761000000;666666
7;150000;2;2;218;3;4;49;22500000000;667000
9;108900;2;2;218;3;4;81;11859210000;667000
5;87000;1;1;136;2;1;25;7569000000;668000
5;76500;1;2;136;3;1;25;5852250000;668000
9;150491;2;3;192;2;4;81;22647541081;669000
4;73000;1;2;136;3;1;16;5329000000;669000
11;225000;2;2;192;2;4;121;50625000000;670000
8;222534;1;1;234;2;1;64;49521381156;670000
7;210000;2;1;218;2;4;49;44100000000;670000
8;207000;3;3;367;3;9;64;42849000000;670000
8;190000;3;2;258;3;9;64;36100000000;670000
9;188000;2;2;218;3;4;81;35344000000;670000
9;180000;2;3;170;3;4;81;32400000000;670000
9;163000;2;1;272;2;4;81;26569000000;670000
8;160000;3;2;367;3;9;64;25600000000;670000
8;158000;1;2;150;3;1;64;24964000000;670000
8;157000;2;2;218;2;4;64;24649000000;670000
10;146000;2;2;170;2;4;100;21316000000;670000
8;140000;2;2;218;3;4;64;19600000000;670000
6;140000;1;1;143;3;1;36;19600000000;670000
8;137000;2;2;218;3;4;64;18769000000;670000
9;137000;3;1;367;3;9;81;18769000000;670000
8;125000;2;2;218;3;4;64;15625000000;670000
8;125000;2;2;218;2;4;64;15625000000;670000
9;122000;3;2;231;3;9;81;14884000000;670000
10;117000;3;1;218;3;9;100;13689000000;670000
8;115000;2;2;218;2;4;64;13225000000;670000
10;112000;2;3;218;3;4;100;12544000000;670000
8;110000;2;3;218;3;4;64;12100000000;670000
7;109500;2;2;258;3;4;49;11990250000;670000
7;102000;1;2;218;3;1;49;10404000000;670000
8;101200;2;1;258;3;4;64;10241440000;670000
8;93000;1;1;218;2;1;64;8649000000;670000
8;91000;2;2;258;3;4;64;8281000000;670000
5;88000;1;2;136;3;1;25;7744000000;670000
7;86778;1;1;218;2;1;49;7530421284;670000
5;86000;1;2;156;3;1;25;7396000000;670000
7;85000;1;2;218;3;1;49;7225000000;670000
5;82000;1;1;156;3;1;25;6724000000;670000
10;79211;2;1;231;2;4;100;6274382521;670000
6;75100;1;1;136;3;1;36;5640010000;670000
7;68000;1;2;150;3;1;49;4624000000;670000
4;61616;1;1;136;3;1;16;3796531456;670000
6;57000;1;1;143;3;1;36;3249000000;670000
6;54000;1;1;156;3;1;36;2916000000;670000
9;158000;3;2;231;3;9;81;24964000000;675000
8;149000;2;2;177;3;4;64;22201000000;675000
7;118000;2;1;218;3;4;49;13924000000;675000
9;110000;2;2;192;3;4;81;12100000000;675000
5;99000;1;2;218;3;1;25;9801000000;675000
5;76000;1;2;157;3;1;25;5776000000;675000
6;75000;1;3;218;3;1;36;5625000000;675000
4;72000;1;2;136;3;1;16;5184000000;675000
6;57000;1;2;156;3;1;36;3249000000;675000
7;57000;3;1;231;3;9;49;3249000000;675000
